fill_id,epoch,prev_epoch,next_epoch,tier,k,gap_years,dt_left_yr,dt_right_yr,dt_basis,n_cells,area_m2,crown_id,crown_diam_m,size_class,crown_cells,fill_cells_in_crown,fill_share_of_crown,crown_cover_raw,p_t_list,p_t_source,miss_product,epsilon_interval,epsilon_interval_next,gamma_interval_colonisation,gamma_interval_emptysite,lambda_colonisation,lambda_colonisation_emptysite,lambda_rule,log10_lambda_colonisation,log10_lambda_rule,posterior_fill_colonisation,posterior_fill_colonisation_emptysite,posterior_fill_rule
2016#3020_2473,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,124612,7.64,6-8,5,5,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3021_1976,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,21,84.0,124293,15.27,14+,21,6,0.286,0.619,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3023_1644,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,123753,15.78,14+,21,1,0.048,0.952,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3023_2098,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,124213,13.88,10-14,16,7,0.438,0.5,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3025_263,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,70,280.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3025_380,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,200,800.0,122353,6.74,6-8,4,4,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3025_1080,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,19,76.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3026_1063,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,123259,6.77,6-8,3,2,0.667,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3027_400,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3027_1990,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,124292,15.18,14+,20,5,0.25,0.6,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3028_481,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,25,100.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3028_2319,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,124522,10.71,10-14,11,8,0.727,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3029_1240,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,123528,17.35,14+,28,3,0.107,0.893,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3033_1310,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,123428,15.9,14+,23,5,0.217,0.783,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3033_1449,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,15,60.0,123613,8.23,8-10,4,4,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3033_1668,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,14,56.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3033_2479,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3034_325,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,189,756.0,122290,9.06,8-10,7,3,0.429,0.571,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3034_363,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3034_553,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,94,376.0,122796,8.76,8-10,7,4,0.571,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3034_1211,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,14,56.0,123534,9.17,8-10,7,5,0.714,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3035_1813,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,123933,7.6,6-8,6,2,0.333,0.667,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3035_2117,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,124221,13.32,10-14,17,14,0.824,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3035_2407,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,40,160.0,124593,8.33,8-10,6,6,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3038_228,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,399,1596.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3038_369,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3038_1421,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,123619,10.96,10-14,12,11,0.917,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3040_969,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,123148,10.03,10-14,8,6,0.75,0.25,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3040_1219,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,123536,16.65,14+,26,3,0.115,0.846,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3042_1977,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,15,60.0,124306,15.98,14+,22,4,0.182,0.455,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3043_703,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,122953,14.3,14+,18,8,0.444,0.0,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3043_856,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,13,52.0,123060,6.92,6-8,5,3,0.6,0.4,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3043_862,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,123057,8.58,8-10,7,2,0.286,0.714,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3045_540,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,19,76.0,122794,13.6,10-14,18,6,0.333,0.667,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3046_680,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3046_1719,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,15,60.0,123874,7.38,6-8,4,2,0.5,0.5,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3047_331,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3047_422,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,82,328.0,122560,3.09,3-4,1,1,1.0,0.0,0.8902,2016|bin|3-4,0.1098,0.006405,0.011891,0.00056,0.001326,30052.4,12689.8,84.1539,4.4779,1.9251,0.99996673,0.9999212,0.98825655
2016#3047_1580,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,13,52.0,123679,9.09,8-10,7,6,0.857,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3047_2134,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,124180,13.4,10-14,15,8,0.533,0.133,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3049_368,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3049_2331,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,124468,16.29,14+,23,2,0.087,0.739,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3050_2481,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3051_305,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,40,160.0,122310,10.08,10-14,10,5,0.5,0.5,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3051_336,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,33,132.0,122112,9.52,8-10,10,6,0.6,0.3,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3052_914,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3053_319,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,22,88.0,122325,9.86,8-10,10,3,0.3,0.7,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3053_1066,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,123293,9.28,8-10,8,4,0.5,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3054_1951,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,123903,10.02,10-14,9,2,0.222,0.778,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3056_1684,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,124054,15.03,14+,18,11,0.611,0.389,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3057_1824,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,32,128.0,124145,7.1,6-8,6,3,0.5,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3057_1888,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,124092,11.81,10-14,12,2,0.167,0.833,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3058_1276,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,17,68.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3059_1861,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,24,96.0,124162,8.11,8-10,7,4,0.571,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3061_1664,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3061_1813,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,123960,5.94,5-6,5,5,1.0,0.0,0.9274,2016|bin|5-6,0.0726,0.006405,0.011891,0.00056,0.001326,19870.7,8390.51,55.6427,4.2982,1.7454,0.99994968,0.99988083,0.98234548
2016#3062_2107,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,22,88.0,124247,11.99,10-14,12,12,1.0,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3063_367,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,118,472.0,122449,7.49,6-8,4,4,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3063_941,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,44,176.0,123239,7.96,6-8,5,5,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3063_1598,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,18,72.0,123698,9.37,8-10,6,5,0.833,0.167,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3063_1956,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,123912,17.07,14+,25,5,0.2,0.72,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3064_252,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,122229,3.05,3-4,1,1,1.0,0.0,0.8902,2016|bin|3-4,0.1098,0.006405,0.011891,0.00056,0.001326,30052.4,12689.8,84.1539,4.4779,1.9251,0.99996673,0.9999212,0.98825655
2016#3064_1508,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3069_893,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,123245,8.78,8-10,7,7,1.0,0.0,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3069_925,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,16,64.0,123248,11.88,10-14,11,9,0.818,0.182,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3069_1682,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,37,148.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3069_1722,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,123883,15.33,14+,21,3,0.143,0.429,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3070_1261,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,123513,5.87,5-6,3,2,0.667,0.0,0.9274,2016|bin|5-6,0.0726,0.006405,0.011891,0.00056,0.001326,19870.7,8390.51,55.6427,4.2982,1.7454,0.99994968,0.99988083,0.98234548
2016#3070_1843,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,13,52.0,126880,9.2,8-10,9,4,0.444,0.111,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3071_1473,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,24,96.0,126571,16.6,14+,25,12,0.48,0.48,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3071_1942,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,9,36.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3072_195,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,14,56.0,122049,6.27,6-8,3,2,0.667,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3072_1829,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,35,140.0,126886,11.28,10-14,10,5,0.5,0.5,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3073_1378,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,123593,12.98,10-14,16,1,0.062,0.938,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3073_2116,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,127195,9.02,8-10,8,6,0.75,0.25,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3074_578,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,15,60.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3074_655,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,18,72.0,122757,11.95,10-14,13,7,0.538,0.077,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3074_986,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3076_120,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,56,224.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3078_572,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,13,52.0,125287,3.37,3-4,1,1,1.0,0.0,0.8902,2016|bin|3-4,0.1098,0.006405,0.011891,0.00056,0.001326,30052.4,12689.8,84.1539,4.4779,1.9251,0.99996673,0.9999212,0.98825655
2016#3078_594,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,125584,10.59,10-14,12,8,0.667,0.25,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3079_2381,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,14,56.0,127358,11.04,10-14,12,3,0.25,0.75,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3080_1425,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,126528,17.26,14+,25,5,0.2,0.76,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3080_2142,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,127271,10.05,10-14,7,4,0.571,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3081_1202,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,126270,16.25,14+,25,6,0.24,0.72,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3083_390,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,63,252.0,125223,7.01,6-8,5,5,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3083_1204,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,126317,10.4,10-14,9,5,0.556,0.444,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3083_1936,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,127021,10.1,10-14,9,3,0.333,0.0,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3086_1711,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,126737,9.64,8-10,8,3,0.375,0.5,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3086_2117,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,10,40.0,127204,6.28,6-8,3,3,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3087_1952,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,12,48.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3088_939,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,126025,8.64,8-10,7,3,0.429,0.143,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3088_2012,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,20,80.0,127103,9.1,8-10,8,6,0.75,0.125,0.9587,2016|bin|8-10,0.0413,0.006405,0.011891,0.00056,0.001326,11303.8,4773.11,31.6535,4.0532,1.5004,0.99991154,0.99979054,0.96937542
2016#3091_684,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,33,132.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3091_1231,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,24,96.0,126334,6.82,6-8,4,4,1.0,0.0,0.9459,2016|bin|6-8,0.0541,0.006405,0.011891,0.00056,0.001326,14807.2,6252.43,41.4638,4.1705,1.6177,0.99993247,0.99984009,0.97645053
2016#3091_1673,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,11,44.0,126741,20.74,14+,39,2,0.051,0.949,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3092_1802,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,34,136.0,126856,17.6,14+,28,8,0.286,0.714,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
2016#3093_373,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,34,136.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3093_2001,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,127110,10.47,10-14,9,3,0.333,0.556,0.9744,2016|bin|10-14,0.0256,0.006405,0.011891,0.00056,0.001326,7006.74,2958.64,19.6206,3.8455,1.2927,0.9998573,0.99966212,0.95150475
2016#3096_459,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,8,32.0,,,,,,,,,,,0.006405,0.011891,0.00056,0.001326,,,,,,,,
2016#3097_789,2016,2015,2019,BLIND,1,4,1.46,2.718,acquisition_date,7,28.0,125927,20.28,14+,37,4,0.108,0.811,0.9899,2016|bin|14+,0.0101,0.006405,0.011891,0.00056,0.001326,2764.38,1167.27,7.74093,3.4416,0.8888,0.99963839,0.99914404,0.88559571
