point_id,label,crown_idx,crown_id,offcrown,off_grid,terminal_absent_epochs,terminal_laundered,terminal_laundered_posterior,terminal_censored,laundered_crown_obs1,laundered_crown_obs0,laundered_crown_missing,raw_trajectory,viterbi_trajectory,posterior_trajectory,crown_obs,n_epochs_touched,impossible_triples_raw,impossible_triples_healed,impossible_triples_posterior,healed_to_canopy,healed_to_ignore
119,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1190,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1191,nochange,112689,EDM_0112688,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
1192,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1193,nochange,0,,1,0,0,0,0,0,0,0,0,C...........,,,,0,0,0,0,0,0
1194,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1195,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1196,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1197,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1198,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1199,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
12,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
120,nochange,64567,EDM_0064566,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
1200,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.C.CC,,,,0,2,0,0,0,0
1201,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1202,nochange,97077,EDM_0097076,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
1203,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCC.C.CCCC,,,,0,2,0,0,0,0
1204,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1205,nochange,207003,EDM_0207002,0,0,3,3,3,0,0,2,1,..C....CC...,CCCCCCCCCCCC,CCCCCCCCCCCC,.xC..xxCC..x,9,0,0,0,9,0
1206,loss,0,,1,0,0,0,0,0,0,0,0,CCCCCC......,,,,0,0,0,0,0,0
1207,nochange,18113,EDM_0018112,0,0,0,0,0,0,0,0,0,C.C.C.CCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCxC.CCCCCC,3,3,0,0,3,0
1208,nochange,0,,1,0,0,0,0,0,0,0,0,CCC.CC......,,,,0,1,0,0,0,0
1209,nochange,210561,EDM_0210560,0,0,0,0,0,0,0,0,0,.CCCCCCCC..C,CCCCCCCCCCCC,CCCCCCCCCCCC,xCCxCCCCCxCC,3,0,0,0,3,0
121,nochange,0,,1,0,0,0,0,0,0,0,0,.CCCCCC.C.CC,,,,0,2,0,0,0,0
1210,nochange,0,,1,0,0,0,0,0,0,0,0,C...........,,,,0,0,0,0,0,0
1211,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1212,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1213,nochange,124193,EDM_0124192,0,0,0,0,0,0,0,0,0,CCCCCC.C.C.C,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCC.C.C,3,3,0,0,3,0
