point_id,label,ts
502,nochange,2026-09-05T01:47:00Z
1187,nochange,2026-09-05T01:47:02Z
1083,nochange,2026-09-05T01:47:03Z
23,nochange,2026-09-05T01:47:04Z
143,nochange,2026-09-05T01:47:05Z
22,nochange,2026-09-05T01:47:05Z
622,nochange,2026-09-05T01:47:06Z
1136,nochange,2026-09-05T01:47:08Z
41,nochange,2026-09-05T01:47:08Z
887,nochange,2026-09-05T01:47:09Z
798,nochange,2026-09-05T01:47:10Z
443,nochange,2026-09-05T01:47:11Z
303,nochange,2026-09-05T01:47:23Z
538,nochange,2026-09-05T01:47:24Z
774,nochange,2026-09-05T01:47:28Z
1189,nochange,2026-09-05T01:47:29Z
880,nochange,2026-09-05T01:47:30Z
1113,loss,2026-09-05T01:47:32Z
710,nochange,2026-09-05T01:47:34Z
1120,nochange,2026-09-05T01:47:36Z
317,nochange,2026-09-05T01:47:37Z
594,nochange,2026-09-05T01:47:38Z
816,nochange,2026-09-05T01:47:44Z
590,nochange,2026-09-05T01:47:44Z
109,nochange,2026-09-05T01:47:45Z
557,nochange,2026-09-05T01:47:47Z
728,nochange,2026-09-05T01:47:47Z
1079,nochange,2026-09-05T01:47:48Z
1033,nochange,2026-09-05T01:47:49Z
505,nochange,2026-09-05T01:47:50Z
467,nochange,2026-09-05T01:47:51Z
452,nochange,2026-09-05T01:47:51Z
286,nochange,2026-09-05T01:47:52Z
1044,nochange,2026-09-05T01:47:53Z
1139,nochange,2026-09-05T01:47:54Z
208,nochange,2026-09-05T01:47:55Z
775,nochange,2026-09-05T01:47:56Z
94,nochange,2026-09-05T01:47:57Z
509,nochange,2026-09-05T01:47:57Z
1025,nochange,2026-09-05T01:47:58Z
1085,nochange,2026-09-05T01:47:59Z
556,nochange,2026-09-05T01:48:02Z
231,nochange,2026-09-05T01:48:03Z
424,nochange,2026-09-05T01:48:03Z
464,nochange,2026-09-05T01:48:04Z
825,nochange,2026-09-05T01:48:05Z
651,nochange,2026-09-05T01:48:05Z
1280,nochange,2026-09-05T01:48:06Z
565,nochange,2026-09-05T01:48:07Z
76,nochange,2026-09-05T01:48:08Z
923,loss,2026-09-05T01:48:10Z
1250,nochange,2026-09-05T01:48:11Z
953,nochange,2026-09-05T01:48:13Z
904,nochange,2026-09-05T01:48:14Z
398,nochange,2026-09-05T01:48:15Z
828,nochange,2026-09-05T01:48:16Z
936,nochange,2026-09-05T01:48:17Z
1170,nochange,2026-09-05T01:48:19Z
760,unsure,2026-09-05T01:48:25Z
871,nochange,2026-09-05T01:48:26Z
428,nochange,2026-09-05T01:48:26Z
412,unsure,2026-09-05T01:48:28Z
373,nochange,2026-09-05T01:48:29Z
1246,nochange,2026-09-05T01:48:29Z
974,nochange,2026-09-05T01:48:30Z
517,nochange,2026-09-05T01:48:31Z
977,nochange,2026-09-05T01:48:32Z
1291,nochange,2026-09-05T01:48:33Z
181,nochange,2026-09-05T01:48:33Z
218,nochange,2026-09-05T01:48:34Z
755,nochange,2026-09-05T01:48:35Z
547,nochange,2026-09-05T01:48:36Z
undefined,undo,2026-09-05T01:48:38Z
