point_id,stratum,stratum_name,x,y,kind,overlap_stratum,dup_of
807,2,srs_floor,550147.0,5294843.0,live,4,
998,3,stable_canopy,549063.0,5292783.0,live,3,
1176,4,stable_other,547701.0,5292303.0,live,4,
1023,4,stable_other,550539.0,5299055.0,live,4,
203,1,cand_change,547613.0,5297043.0,live,1,
4,1,cand_change,546569.0,5294515.0,live,1,
210,1,cand_change,545957.0,5294875.0,live,1,
258,1,cand_change,548259.0,5295033.0,live,1,
57,1,cand_change,548155.0,5295139.0,live,1,
410,1,cand_change,549619.0,5298635.0,live,1,
1165,4,stable_other,549931.0,5293849.0,live,4,
574,1,cand_change,550381.0,5300357.0,live,1,
281,1,cand_change,549171.0,5296101.0,live,1,
137,1,cand_change,550269.0,5298965.0,live,1,
687,1,cand_change,550047.0,5294309.0,live,1,
581,1,cand_change,550319.0,5298967.0,live,1,
119,1,cand_change,547315.0,5293205.0,live,1,
361,1,cand_change,548805.0,5292129.0,live,1,
247,1,cand_change,549979.0,5299277.0,live,1,
279,1,cand_change,548479.0,5294367.0,live,1,
1000,3,stable_canopy,549583.0,5298461.0,live,3,
374,1,cand_change,546265.0,5294931.0,live,1,
320,1,cand_change,548381.0,5297603.0,live,1,
1122,4,stable_other,548105.0,5291871.0,live,4,
888,3,stable_canopy,547853.0,5292767.0,live,3,
1154,4,stable_other,547395.0,5296717.0,live,4,
611,1,cand_change,549479.0,5295117.0,live,1,
270,1,cand_change,549321.0,5297927.0,live,1,
716,2,srs_floor,549603.0,5295751.0,live,4,
1260,2,srs_floor,547445.0,5297785.0,dup,4,705
236,1,cand_change,548213.0,5295083.0,live,1,
1157,4,stable_other,548153.0,5292811.0,live,4,
761,2,srs_floor,550117.0,5300011.0,live,4,
1108,4,stable_other,547271.0,5293977.0,live,4,
114,1,cand_change,547997.0,5297655.0,live,1,
391,1,cand_change,549035.0,5297331.0,live,1,
1256,1,cand_change,548271.0,5297011.0,dup,1,220
81,1,cand_change,549045.0,5295637.0,live,1,
834,3,stable_canopy,548561.0,5296459.0,live,3,
383,1,cand_change,549431.0,5296869.0,live,1,
358,1,cand_change,547965.0,5296729.0,live,1,
797,2,srs_floor,549511.0,5297743.0,live,1,
978,3,stable_canopy,548125.0,5298481.0,live,3,
964,3,stable_canopy,549377.0,5298531.0,live,3,
423,1,cand_change,549875.0,5295219.0,live,1,
585,1,cand_change,549975.0,5300405.0,live,1,
1026,4,stable_other,546953.0,5295617.0,live,4,
602,1,cand_change,550279.0,5300815.0,live,1,
810,2,srs_floor,547335.0,5293885.0,live,4,
671,1,cand_change,549621.0,5295345.0,live,1,
652,1,cand_change,547895.0,5293411.0,live,1,
815,2,srs_floor,546803.0,5296341.0,live,1,
178,1,cand_change,546641.0,5294755.0,live,1,
15,1,cand_change,548571.0,5296699.0,live,1,
1223,4,stable_other,548963.0,5296703.0,live,4,
1227,4,stable_other,547383.0,5296309.0,live,4,
171,1,cand_change,547561.0,5295535.0,live,1,
678,1,cand_change,549969.0,5300835.0,live,1,
861,3,stable_canopy,548983.0,5298481.0,live,3,
1163,4,stable_other,549937.0,5295123.0,live,4,
942,3,stable_canopy,549517.0,5298199.0,live,3,
1247,4,stable_other,547489.0,5293953.0,live,4,
604,1,cand_change,549519.0,5297755.0,live,1,
87,1,cand_change,548071.0,5292779.0,live,1,
1011,4,stable_other,548453.0,5295589.0,live,4,
786,2,srs_floor,547015.0,5294645.0,live,4,
1196,4,stable_other,547193.0,5294387.0,live,4,
488,1,cand_change,547649.0,5293537.0,live,1,
779,2,srs_floor,547231.0,5293991.0,live,4,
1206,4,stable_other,548703.0,5297457.0,live,4,
24,1,cand_change,548969.0,5295529.0,live,1,
254,1,cand_change,548309.0,5292849.0,live,1,
1259,3,stable_canopy,549075.0,5292813.0,dup,3,979
749,2,srs_floor,547913.0,5295697.0,live,4,
530,1,cand_change,548883.0,5298925.0,live,1,
732,2,srs_floor,547205.0,5292405.0,live,4,
962,3,stable_canopy,547017.0,5292691.0,live,3,
42,1,cand_change,548277.0,5291899.0,live,1,
845,3,stable_canopy,549619.0,5292737.0,live,3,
975,3,stable_canopy,548753.0,5298471.0,live,3,
1243,4,stable_other,545809.0,5295077.0,live,4,
721,2,srs_floor,550447.0,5300351.0,live,3,
707,2,srs_floor,547825.0,5295417.0,live,1,
918,3,stable_canopy,548667.0,5294909.0,live,3,
1046,4,stable_other,546461.0,5294225.0,live,4,
1096,4,stable_other,547697.0,5292181.0,live,4,
1158,4,stable_other,547935.0,5297301.0,live,4,
491,1,cand_change,549931.0,5300807.0,live,1,
1233,4,stable_other,548073.0,5294883.0,live,4,
1171,4,stable_other,549573.0,5297799.0,live,4,
1099,4,stable_other,547715.0,5296151.0,live,4,
803,2,srs_floor,549563.0,5294309.0,live,4,
587,1,cand_change,547407.0,5297333.0,live,1,
648,1,cand_change,546261.0,5294947.0,live,1,
420,1,cand_change,548085.0,5293221.0,live,1,
654,1,cand_change,548619.0,5295227.0,live,1,
1277,2,srs_floor,547335.0,5293885.0,dup,4,810
965,3,stable_canopy,548059.0,5298047.0,live,3,
524,1,cand_change,547113.0,5292065.0,live,1,
661,1,cand_change,549143.0,5292107.0,live,1,
115,1,cand_change,549039.0,5296281.0,live,1,
401,1,cand_change,549233.0,5292655.0,live,1,
55,1,cand_change,549485.0,5291913.0,live,1,
1078,4,stable_other,549515.0,5295007.0,live,4,
625,1,cand_change,548857.0,5295099.0,live,1,
668,1,cand_change,548731.0,5295117.0,live,1,
1274,1,cand_change,546855.0,5292241.0,dup,1,217
8,1,cand_change,547783.0,5293425.0,live,1,
525,1,cand_change,548993.0,5296213.0,live,1,
891,3,stable_canopy,549219.0,5292631.0,live,3,
453,1,cand_change,549219.0,5297645.0,live,1,
304,1,cand_change,549757.0,5298877.0,live,1,
172,1,cand_change,549727.0,5298735.0,live,1,
957,3,stable_canopy,550321.0,5299969.0,live,3,
794,2,srs_floor,549433.0,5294237.0,live,4,
1294,4,stable_other,548341.0,5296997.0,blur,4,1107
795,2,srs_floor,547937.0,5292029.0,live,4,
857,3,stable_canopy,548739.0,5292505.0,live,3,
1238,4,stable_other,547281.0,5297249.0,live,4,
1111,4,stable_other,547813.0,5296565.0,live,4,
45,1,cand_change,546803.0,5293709.0,live,1,
233,1,cand_change,548579.0,5298839.0,live,1,
179,1,cand_change,548157.0,5295385.0,live,1,
50,1,cand_change,547755.0,5297499.0,live,1,
575,1,cand_change,546993.0,5294023.0,live,1,
133,1,cand_change,547497.0,5295445.0,live,1,
1239,4,stable_other,549967.0,5293169.0,live,4,
1135,4,stable_other,549387.0,5292941.0,live,4,
481,1,cand_change,549523.0,5294493.0,live,1,
894,3,stable_canopy,548723.0,5298317.0,live,3,
129,1,cand_change,550027.0,5295405.0,live,1,
271,1,cand_change,547285.0,5297137.0,live,1,
689,1,cand_change,549703.0,5299603.0,live,1,
855,3,stable_canopy,548247.0,5296733.0,live,3,
1200,4,stable_other,548115.0,5295711.0,live,4,
569,1,cand_change,548427.0,5295345.0,live,1,
1173,4,stable_other,547575.0,5293047.0,live,4,
579,1,cand_change,549325.0,5291895.0,live,1,
430,1,cand_change,549855.0,5299011.0,live,1,
470,1,cand_change,548025.0,5292251.0,live,1,
251,1,cand_change,549625.0,5297951.0,live,1,
1161,4,stable_other,547421.0,5293235.0,live,4,
379,1,cand_change,548717.0,5295529.0,live,1,
531,1,cand_change,549967.0,5292441.0,live,1,
503,1,cand_change,549961.0,5298577.0,live,1,
1298,4,stable_other,548629.0,5294683.0,blur,4,1082
568,1,cand_change,550433.0,5300427.0,live,1,
608,1,cand_change,547129.0,5293233.0,live,1,
191,1,cand_change,548415.0,5295745.0,live,1,
403,1,cand_change,548467.0,5297881.0,live,1,
983,3,stable_canopy,545589.0,5294803.0,live,3,
175,1,cand_change,550151.0,5300815.0,live,1,
39,1,cand_change,548783.0,5297921.0,live,1,
432,1,cand_change,547027.0,5294463.0,live,1,
1132,4,stable_other,546335.0,5296695.0,live,4,
679,1,cand_change,547897.0,5295395.0,live,1,
869,3,stable_canopy,546715.0,5294563.0,live,3,
100,1,cand_change,549371.0,5295021.0,live,1,
1053,4,stable_other,548337.0,5295317.0,live,4,
638,1,cand_change,548269.0,5295045.0,live,1,
502,1,cand_change,548077.0,5296887.0,live,1,
1187,4,stable_other,549827.0,5299055.0,live,4,
1083,4,stable_other,549225.0,5294759.0,live,4,
23,1,cand_change,550077.0,5299179.0,live,1,
143,1,cand_change,547963.0,5295237.0,live,1,
22,1,cand_change,549401.0,5291945.0,live,1,
622,1,cand_change,548953.0,5297253.0,live,1,
1136,4,stable_other,547747.0,5294307.0,live,4,
41,1,cand_change,547827.0,5297743.0,live,1,
887,3,stable_canopy,548013.0,5294585.0,live,3,
798,2,srs_floor,546893.0,5294275.0,live,4,
443,1,cand_change,548087.0,5293163.0,live,1,
303,1,cand_change,549701.0,5296871.0,live,1,
538,1,cand_change,547005.0,5292173.0,live,1,
774,2,srs_floor,549761.0,5300181.0,live,3,
1189,4,stable_other,547271.0,5292591.0,live,4,
880,3,stable_canopy,547431.0,5292583.0,live,3,
1113,4,stable_other,548359.0,5298605.0,live,4,
710,2,srs_floor,548509.0,5292223.0,live,1,
1120,4,stable_other,546771.0,5294815.0,live,4,
317,1,cand_change,546797.0,5294295.0,live,1,
594,1,cand_change,548859.0,5298909.0,live,1,
816,2,srs_floor,549025.0,5295915.0,live,4,
590,1,cand_change,546105.0,5295465.0,live,1,
109,1,cand_change,548613.0,5297519.0,live,1,
557,1,cand_change,549809.0,5299523.0,live,1,
728,2,srs_floor,547427.0,5292763.0,live,3,
1079,4,stable_other,545543.0,5294803.0,live,4,
1033,4,stable_other,547261.0,5292441.0,live,4,
505,1,cand_change,548517.0,5292067.0,live,1,
467,1,cand_change,547563.0,5295615.0,live,1,
452,1,cand_change,548239.0,5295797.0,live,1,
286,1,cand_change,545687.0,5294721.0,live,1,
1044,4,stable_other,545909.0,5295429.0,live,4,
1139,4,stable_other,550047.0,5299289.0,live,4,
208,1,cand_change,547539.0,5297067.0,live,1,
775,2,srs_floor,546341.0,5296313.0,live,4,
94,1,cand_change,547839.0,5297843.0,live,1,
509,1,cand_change,549443.0,5297803.0,live,1,
1025,4,stable_other,548837.0,5292147.0,live,4,
1085,4,stable_other,548611.0,5296811.0,live,4,
556,1,cand_change,549025.0,5294981.0,live,1,
231,1,cand_change,549421.0,5294329.0,live,1,
424,1,cand_change,547351.0,5292955.0,live,1,
464,1,cand_change,548951.0,5298615.0,live,1,
825,3,stable_canopy,547939.0,5298171.0,live,3,
651,1,cand_change,548851.0,5292639.0,live,1,
1280,1,cand_change,546867.0,5295543.0,dup,1,537
565,1,cand_change,547985.0,5295303.0,live,1,
76,1,cand_change,549335.0,5292941.0,live,1,
923,3,stable_canopy,548961.0,5292573.0,live,3,
1250,4,stable_other,547617.0,5293451.0,live,4,
953,3,stable_canopy,548755.0,5294627.0,live,3,
904,3,stable_canopy,548093.0,5294583.0,live,3,
398,1,cand_change,547845.0,5293961.0,live,1,
828,3,stable_canopy,547979.0,5292485.0,live,3,
936,3,stable_canopy,548655.0,5294709.0,live,3,
1170,4,stable_other,550047.0,5294465.0,live,4,
760,2,srs_floor,548317.0,5298575.0,live,4,
871,3,stable_canopy,549341.0,5294891.0,live,3,
428,1,cand_change,547871.0,5296047.0,live,1,
412,1,cand_change,549681.0,5299507.0,live,1,
373,1,cand_change,549289.0,5294667.0,live,1,
1246,4,stable_other,547489.0,5295219.0,live,4,
974,3,stable_canopy,547467.0,5294359.0,live,3,
517,1,cand_change,547867.0,5297043.0,live,1,
977,3,stable_canopy,548467.0,5296333.0,live,3,
1291,3,stable_canopy,547885.0,5292657.0,blur,3,976
181,1,cand_change,548049.0,5296805.0,live,1,
218,1,cand_change,548003.0,5295453.0,live,1,
755,2,srs_floor,548255.0,5297333.0,live,4,
547,1,cand_change,548049.0,5293909.0,live,1,
