run_id,year,run_tag,step,label,seconds,bytes,mb_per_s,log_file
20260829T102107Z_2009_seed1234_inference,2009,seed1234,inference,stage 2009_king_rgb.tif,124.3,3000263130,24.14,phase4_semantic_finetune_inference_2009_2026-08-29T10-28.log
20260829T102107Z_2009_seed1234_inference,2009,seed1234,inference,inference,83.3,,,phase4_semantic_finetune_inference_2009_2026-08-29T10-28.log
20260829T102107Z_2009_seed1234_inference,2009,seed1234,inference,copy edmonds_canopy_prob_2009_seed1234.tif,0.2,86920415,434.60,phase4_semantic_finetune_inference_2009_2026-08-29T10-28.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,stage tiles 2009,268.0,,,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.5,1113180257,742.12,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.7,1113180257,654.81,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.6,1113180257,695.74,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,1.8,1113184473,618.44,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.7,1113180257,654.81,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.8,1113180257,618.43,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.7,1113180257,654.81,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.7,1113180257,654.81,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,1.7,1113184473,654.81,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.5,1113180257,742.12,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,1.7,1113180257,654.81,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,1.8,1113184473,618.44,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,1.6,1113184473,695.74,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,2.3,1113184473,483.99,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,2.5,1113180257,445.27,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,2.5,1113180257,445.27,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,2.3,1113184473,483.99,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,2.5,1113184473,445.27,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_best_2009_rgb3_ep60.pt,2.3,1113180257,483.99,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,3.0,1113184473,371.06,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,2.5,1113184473,445.27,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T103047Z_2009_rgb3_ep60_train,2009,rgb3_ep60,train,copy sem_latest_2009_rgb3_ep60.pt,2.5,1113184473,445.27,phase4_semantic_finetune_train_2009_2026-08-29T11-04.log
20260829T105358Z_2009_seed777_tile,2009,seed777,tile,stage 2009_king_rgb.tif,131.0,3000263130,22.90,phase4_semantic_finetune_tile_2009_2026-08-29T11-22.log
20260829T105358Z_2009_seed777_tile,2009,seed777,tile,stage edmonds_canopy_mask_2020.tif,41.5,287816390,6.94,phase4_semantic_finetune_tile_2009_2026-08-29T11-22.log
20260829T105358Z_2009_seed777_tile,2009,seed777,tile,stage lidar_snoh_chm.tif,5.3,75698441,14.28,phase4_semantic_finetune_tile_2009_2026-08-29T11-22.log
20260829T110438Z_2009_rgb3_ep60_inference,2009,rgb3_ep60,inference,stage 2009_king_rgb.tif,72.5,3000263130,41.38,phase4_semantic_finetune_inference_2009_2026-08-29T11-08.log
20260829T110438Z_2009_rgb3_ep60_inference,2009,rgb3_ep60,inference,inference,77.8,,,phase4_semantic_finetune_inference_2009_2026-08-29T11-08.log
20260829T110438Z_2009_rgb3_ep60_inference,2009,rgb3_ep60,inference,copy edmonds_canopy_prob_2009_rgb3_ep60.tif,0.1,80814671,808.15,phase4_semantic_finetune_inference_2009_2026-08-29T11-08.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,stage tiles 2009,307.8,,,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,1.9,1113213609,585.90,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,1.7,1113213609,654.83,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,1.7,1113213609,654.83,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,1.7,1113217761,654.83,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,1.7,1113213609,654.83,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,1.6,1113213609,695.76,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,1.7,1113217761,654.83,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,1.7,1113213609,654.83,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,1.9,1113217761,585.90,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,1.9,1113217761,585.90,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,2.3,1113213609,484.01,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_best_2009_seed777.pt,2.4,1113213609,463.84,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,2.4,1113217761,463.84,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,2.8,1113217761,397.58,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T112348Z_2009_seed777_train,2009,seed777,train,copy sem_latest_2009_seed777.pt,2.7,1113217761,412.30,phase4_semantic_finetune_train_2009_2026-08-29T11-52.log
20260829T113002Z_2009_nodec_s1234_tile,2009,nodec_s1234,tile,stage 2009_king_rgb.tif,283.5,3000263130,10.58,phase4_semantic_finetune_tile_2009_2026-08-29T12-11.log
20260829T113002Z_2009_nodec_s1234_tile,2009,nodec_s1234,tile,stage edmonds_canopy_mask_2020.tif,8.0,287816390,35.98,phase4_semantic_finetune_tile_2009_2026-08-29T12-11.log
20260829T113002Z_2009_nodec_s1234_tile,2009,nodec_s1234,tile,stage add_nodec_2009.tif,2.5,,,phase4_semantic_finetune_tile_2009_2026-08-29T12-11.log
20260829T115303Z_2009_seed777_inference,2009,seed777,inference,stage 2009_king_rgb.tif,205.8,3000263130,14.58,phase4_semantic_finetune_inference_2009_2026-08-29T11-58.log
20260829T115303Z_2009_seed777_inference,2009,seed777,inference,inference,81.2,,,phase4_semantic_finetune_inference_2009_2026-08-29T11-58.log
20260829T115303Z_2009_seed777_inference,2009,seed777,inference,copy edmonds_canopy_prob_2009_seed777.tif,0.1,75905027,759.05,phase4_semantic_finetune_inference_2009_2026-08-29T11-58.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,stage tiles 2009,400.6,,,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.9,1113183641,585.89,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.6,1113183641,695.74,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,3.1,1113183641,359.09,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.7,1113183641,654.81,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,1.6,1113187921,695.74,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.8,1113183641,618.44,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.7,1113183641,654.81,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.7,1113183641,654.81,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.7,1113183641,654.81,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,1.8,1113187921,618.44,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,1.5,1113187921,742.13,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,1.7,1113183641,654.81,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,1.6,1113187921,695.74,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,2.3,1113187921,483.99,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,2.7,1113183641,412.29,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,2.7,1113187921,412.29,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,2.4,1113183641,463.83,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,2.2,1113183641,505.99,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,2.5,1113187921,445.28,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_best_2009_nodec_s1234.pt,2.5,1113183641,445.27,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,2.2,1113187921,505.99,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,2.4,1113187921,463.83,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T121257Z_2009_nodec_s1234_train,2009,nodec_s1234,train,copy sem_latest_2009_nodec_s1234.pt,2.6,1113187921,428.15,phase4_semantic_finetune_train_2009_2026-08-29T12-43.log
20260829T122902Z_2009_rgb3_nodeb_s1234_tile,2009,rgb3_nodeb_s1234,tile,stage 2009_king_rgb.tif,119.2,3000263130,25.17,phase4_semantic_finetune_tile_2009_2026-08-29T12-57.log
20260829T122902Z_2009_rgb3_nodeb_s1234_tile,2009,rgb3_nodeb_s1234,tile,stage edmonds_canopy_mask_2020.tif,5.4,287816390,53.30,phase4_semantic_finetune_tile_2009_2026-08-29T12-57.log
20260829T124408Z_2009_nodec_s1234_inference,2009,nodec_s1234,inference,stage 2009_king_rgb.tif,54.3,3000263130,55.25,phase4_semantic_finetune_inference_2009_2026-08-29T12-46.log
20260829T124408Z_2009_nodec_s1234_inference,2009,nodec_s1234,inference,inference,79.1,,,phase4_semantic_finetune_inference_2009_2026-08-29T12-46.log
20260829T124408Z_2009_nodec_s1234_inference,2009,nodec_s1234,inference,copy edmonds_canopy_prob_2009_nodec_s1234.tif,0.2,119229345,596.15,phase4_semantic_finetune_inference_2009_2026-08-29T12-46.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,stage tiles 2009,324.7,,,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.8,1113193029,618.44,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.7,1113193029,654.82,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.9,1113193029,585.89,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,1.7,1113196541,654.82,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.4,1113193029,795.14,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.6,1113193029,695.75,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.5,1113193029,742.13,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,1.5,1113196541,742.13,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,3.8,1113193029,292.95,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.8,1113193029,618.44,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.7,1113193029,654.82,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.8,1113193029,618.44,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,1.8,1113196541,618.44,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,1.6,1113193029,695.75,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,1.7,1113196541,654.82,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,3.0,1113193029,371.06,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,2.5,1113193029,445.28,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,2.5,1113196541,445.28,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,2.5,1113193029,445.28,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,2.4,1113196541,463.83,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,2.7,1113193029,412.29,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,2.3,1113196541,484.00,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,2.5,1113193029,445.28,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,2.4,1113196541,463.83,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,2.4,1113196541,463.83,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_best_2009_rgb3_nodeb_s1234.pt,2.4,1113193029,463.83,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T125739Z_2009_rgb3_nodeb_s1234_train,2009,rgb3_nodeb_s1234,train,copy sem_latest_2009_rgb3_nodeb_s1234.pt,2.6,1113196541,428.15,phase4_semantic_finetune_train_2009_2026-08-29T13-31.log
20260829T143600Z_2009_nodec_s2024_tile,2009,nodec_s2024,tile,stage 2009_king_rgb.tif,160.2,3000263130,18.73,phase4_semantic_finetune_tile_2009_2026-08-29T15-32.log
20260829T143600Z_2009_nodec_s2024_tile,2009,nodec_s2024,tile,stage edmonds_canopy_mask_2020.tif,9.4,287816390,30.62,phase4_semantic_finetune_tile_2009_2026-08-29T15-32.log
20260829T143600Z_2009_nodec_s2024_tile,2009,nodec_s2024,tile,stage add_nodec_2009.tif,2.4,,,phase4_semantic_finetune_tile_2009_2026-08-29T15-32.log
20260829T143709Z_2009_smooth5_tile,2009,smooth5,tile,stage 2009_king_rgb.tif,166.1,3000263130,18.06,phase4_semantic_finetune_tile_2009_2026-08-29T15-10.log
