run_id,year,run_tag,step,label,seconds,bytes,mb_per_s,log_file
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.7,1113218081,654.83,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.8,1113218081,618.45,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,1.7,1113221593,654.84,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.6,1113218081,695.76,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.9,1113218081,585.90,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,17.9,1113218081,62.19,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,5.2,1113221593,214.08,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.7,1113218081,654.83,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.8,1113218081,618.45,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,1.7,1113218081,654.83,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,1.7,1113221593,654.84,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.5,1113218081,445.29,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,3.0,1113218081,371.07,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.6,1113218081,428.16,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.7,1113218081,412.30,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,2.6,1113221593,428.16,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,3.8,1113218081,292.95,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.5,1113218081,445.29,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,4.7,1113221593,236.86,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.5,1113218081,445.29,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,2.5,1113221593,445.29,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.8,1113218081,397.58,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,4.7,1113221593,236.86,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,2.7,1113221593,412.30,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_best_2009_corrupt50.pt,2.5,1113218081,445.29,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T035832Z_2009_corrupt50_train,2009,corrupt50,train,copy sem_latest_2009_corrupt50.pt,2.6,1113221593,428.16,phase4_semantic_finetune_train_2009_2026-08-29T05-20.log
20260829T041557Z_2009_nodec_v1_tile,2009,nodec_v1,tile,stage 2009_king_rgb.tif,191.5,3000263130,15.67,phase4_semantic_finetune_tile_2009_2026-08-29T04-50.log
20260829T041557Z_2009_nodec_v1_tile,2009,nodec_v1,tile,stage edmonds_canopy_mask_2020.tif,36.4,287816390,7.91,phase4_semantic_finetune_tile_2009_2026-08-29T04-50.log
20260829T041557Z_2009_nodec_v1_tile,2009,nodec_v1,tile,stage add_nodec_2009.tif,3.0,,,phase4_semantic_finetune_tile_2009_2026-08-29T04-50.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,stage tiles 2009,5226.5,,,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.8,1113178469,618.43,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.8,1113178469,618.43,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.7,1113178469,654.81,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,1.6,1113182237,695.74,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.8,1113178469,618.43,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.8,1113178469,618.43,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.7,1113178469,654.81,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,1.9,1113182237,585.89,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.7,1113178469,654.81,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,1.6,1113182237,695.74,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,1.9,1113178469,585.88,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,1.7,1113182237,654.81,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,2.5,1113182237,445.27,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,2.8,1113178469,397.56,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,2.6,1113178469,428.15,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,2.4,1113182237,463.83,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,2.5,1113178469,445.27,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,2.5,1113178469,445.27,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,2.3,1113182237,483.99,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,2.4,1113178469,463.82,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,2.5,1113182237,445.27,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_best_2009_nodec_v1.pt,2.7,1113178469,412.29,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,2.6,1113182237,428.15,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T045049Z_2009_nodec_v1_train,2009,nodec_v1,train,copy sem_latest_2009_nodec_v1.pt,2.2,1113182237,505.99,phase4_semantic_finetune_train_2009_2026-08-29T06-45.log
20260829T052151Z_2009_corrupt50_inference,2009,corrupt50,inference,stage 2009_king_rgb.tif,179.2,3000263130,16.74,phase4_semantic_finetune_inference_2009_2026-08-29T05-26.log
20260829T052151Z_2009_corrupt50_inference,2009,corrupt50,inference,inference,84.2,,,phase4_semantic_finetune_inference_2009_2026-08-29T05-26.log
20260829T052151Z_2009_corrupt50_inference,2009,corrupt50,inference,copy edmonds_canopy_prob_2009_corrupt50.tif,0.2,95685385,478.43,phase4_semantic_finetune_inference_2009_2026-08-29T05-26.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,stage tiles 2009,4011.3,,,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.5,1113217761,742.15,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.8,1113217761,618.45,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.9,1113217761,585.90,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.8,1113217761,618.45,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,1.8,1113221593,618.46,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.9,1113217761,585.90,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.7,1113217761,654.83,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,1.8,1113221593,618.46,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,1.8,1113221593,618.46,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.8,1113217761,618.45,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.7,1113217761,654.83,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,1.9,1113217761,585.90,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,1.9,1113221593,585.91,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,86.7,1113217761,12.84,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.4,1113217761,463.84,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,2.7,1113221593,412.30,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.6,1113217761,428.16,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.7,1113217761,412.30,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,2.8,1113221593,397.58,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.6,1113217761,428.16,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,4.9,1113221593,227.19,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.7,1113217761,412.30,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.8,1113217761,397.58,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.7,1113217761,412.30,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,2.4,1113221593,463.84,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_best_2009_corrupt25.pt,2.3,1113217761,484.01,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,2.5,1113221593,445.29,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T061145Z_2009_corrupt25_train,2009,corrupt25,train,copy sem_latest_2009_corrupt25.pt,2.6,1113221593,428.16,phase4_semantic_finetune_train_2009_2026-08-29T07-52.log
20260829T064558Z_2009_nodec_v1_inference,2009,nodec_v1,inference,stage 2009_king_rgb.tif,169.0,3000263130,17.75,phase4_semantic_finetune_inference_2009_2026-08-29T06-50.log
20260829T064558Z_2009_nodec_v1_inference,2009,nodec_v1,inference,inference,81.8,,,phase4_semantic_finetune_inference_2009_2026-08-29T06-50.log
20260829T064558Z_2009_nodec_v1_inference,2009,nodec_v1,inference,copy edmonds_canopy_prob_2009_nodec_v1.tif,0.3,114944643,383.15,phase4_semantic_finetune_inference_2009_2026-08-29T06-50.log
20260829T075240Z_2009_corrupt25_inference,2009,corrupt25,inference,stage 2009_king_rgb.tif,31.9,3000263130,94.05,phase4_semantic_finetune_inference_2009_2026-08-29T07-55.log
20260829T075240Z_2009_corrupt25_inference,2009,corrupt25,inference,stage lidar_snoh_chm.tif,25.7,75698441,2.95,phase4_semantic_finetune_inference_2009_2026-08-29T07-55.log
20260829T075240Z_2009_corrupt25_inference,2009,corrupt25,inference,inference,105.5,,,phase4_semantic_finetune_inference_2009_2026-08-29T07-55.log
20260829T075240Z_2009_corrupt25_inference,2009,corrupt25,inference,copy edmonds_canopy_prob_2009_corrupt25.tif,0.2,87787107,438.94,phase4_semantic_finetune_inference_2009_2026-08-29T07-55.log
20260829T075943Z_2009_chm2_v1_tile,2009,chm2_v1,tile,stage 2009_king_rgb.tif,31.5,3000263130,95.25,phase4_semantic_finetune_tile_2009_2026-08-29T08-19.log
20260829T075943Z_2009_chm2_v1_tile,2009,chm2_v1,tile,stage edmonds_canopy_mask_2020.tif,13.2,287816390,21.80,phase4_semantic_finetune_tile_2009_2026-08-29T08-19.log
20260829T075943Z_2009_chm2_v1_tile,2009,chm2_v1,tile,stage lidar_chm2_2016_50cm.tif,4.3,93830836,21.82,phase4_semantic_finetune_tile_2009_2026-08-29T08-19.log
20260829T081541Z_2009_seed1234_tile,2009,seed1234,tile,stage 2009_king_rgb.tif,34.3,3000263130,87.47,phase4_semantic_finetune_tile_2009_2026-08-29T08-37.log
20260829T081541Z_2009_seed1234_tile,2009,seed1234,tile,stage edmonds_canopy_mask_2020.tif,4.1,287816390,70.20,phase4_semantic_finetune_tile_2009_2026-08-29T08-37.log
20260829T081541Z_2009_seed1234_tile,2009,seed1234,tile,stage lidar_snoh_chm.tif,3.5,75698441,21.63,phase4_semantic_finetune_tile_2009_2026-08-29T08-37.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,stage tiles 2009,3276.9,,,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.8,773009503,429.45,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.9,773009503,406.85,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.7,773009503,454.71,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.7,773009503,454.71,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,2.0,773009503,386.50,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,1.8,1113217441,618.45,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.8,773009503,429.45,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.9,773009503,406.85,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,1.8,1113217441,618.45,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.8,773009503,429.45,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.9,773009503,406.85,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,4.0,1113217441,278.30,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_best_2009_chm2_v1.pt,1.7,773009503,454.71,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,1.9,1113217441,585.90,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,2.5,1113217441,445.29,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,2.6,1113217441,428.16,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T082054Z_2009_chm2_v1_train,2009,chm2_v1,train,copy sem_latest_2009_chm2_v1.pt,2.4,1113217441,463.84,phase4_semantic_finetune_train_2009_2026-08-29T09-39.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,stage tiles 2009,4298.6,,,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.6,1113215525,695.76,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.6,1113215525,695.76,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.6,1113215525,695.76,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.7,1113215525,654.83,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.7,1113215525,654.83,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,3.7,773011300,208.92,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.8,1113215525,618.45,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,1.5,773011300,515.34,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.7,1113215525,654.83,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,2.2,773011300,351.37,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.8,1113215525,618.45,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,1.7,1113215525,654.83,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,1.9,773011300,406.85,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,2.3,773011300,336.09,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.5,1113215525,445.29,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,2.5,773011300,309.20,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.6,1113215525,428.16,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.5,1113215525,445.29,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.2,1113215525,506.01,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,4.5,773011300,171.78,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.4,1113215525,463.84,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.6,1113215525,428.16,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.4,1113215525,463.84,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,4.6,773011300,168.05,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_best_2009_seed1234.pt,2.6,1113215525,428.16,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,2.5,773011300,309.20,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T083803Z_2009_seed1234_train,2009,seed1234,train,copy sem_latest_2009_seed1234.pt,2.4,773011300,322.09,phase4_semantic_finetune_train_2009_2026-08-29T10-20.log
20260829T094032Z_2009_chm2_v1_inference,2009,chm2_v1,inference,stage 2009_king_rgb.tif,28.9,3000263130,103.82,phase4_semantic_finetune_inference_2009_2026-08-29T09-43.log
20260829T094032Z_2009_chm2_v1_inference,2009,chm2_v1,inference,inference,91.9,,,phase4_semantic_finetune_inference_2009_2026-08-29T09-43.log
20260829T094032Z_2009_chm2_v1_inference,2009,chm2_v1,inference,copy edmonds_canopy_prob_2009_chm2_v1.tif,0.3,95987924,319.96,phase4_semantic_finetune_inference_2009_2026-08-29T09-43.log
20260829T095955Z_2009_rgb3_ep60_tile,2009,rgb3_ep60,tile,stage 2009_king_rgb.tif,149.5,3000263130,20.07,phase4_semantic_finetune_tile_2009_2026-08-29T10-29.log
20260829T095955Z_2009_rgb3_ep60_tile,2009,rgb3_ep60,tile,stage edmonds_canopy_mask_2020.tif,105.5,287816390,2.73,phase4_semantic_finetune_tile_2009_2026-08-29T10-29.log
